game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2897296,252.0,1.0,14.0,Davide Ballardini,6574.0,0.0,15.0,Giuseppe Iachini,Home,1
2897299,398.0,5.0,3.0,Simone Inzaghi,862.0,1.0,13.0,Rolando Maran,Home,1
2897306,410.0,1.0,10.0,Massimo Oddo,2722.0,1.0,18.0,Leonardo Semplici,Home,0
2897309,416.0,3.0,9.0,Walter Mazzarri,4171.0,0.0,20.0,Roberto De Zerbi,Home,1
2897329,12.0,5.0,4.0,Eusebio Di Francesco,4171.0,2.0,20.0,Roberto De Zerbi,Home,1
2897347,6195.0,1.0,1.0,Maurizio Sarri,2722.0,0.0,18.0,Leonardo Semplici,Home,1
2897349,46.0,2.0,4.0,Luciano Spalletti,4171.0,0.0,20.0,Roberto De Zerbi,Home,1
2897356,276.0,2.0,19.0,Fabio Pecchia,416.0,1.0,9.0,Walter Mazzarri,Home,1
2897360,416.0,4.0,8.0,Walter Mazzarri,4083.0,1.0,18.0,Walter Zenga,Home,1
2897361,410.0,0.0,11.0,Massimo Oddo,430.0,2.0,10.0,Stefano Pioli,Home,0
2897372,252.0,0.0,13.0,Davide Ballardini,5.0,1.0,6.0,Gennaro Gattuso,Home,0
2897373,46.0,0.0,5.0,Luciano Spalletti,6195.0,0.0,2.0,Maurizio Sarri,Home,0
2897388,398.0,6.0,5.0,Simone Inzaghi,4171.0,2.0,20.0,Roberto De Zerbi,Home,1
2897401,6195.0,2.0,2.0,Maurizio Sarri,862.0,1.0,15.0,Rolando Maran,Home,1
2897407,5.0,1.0,6.0,Gennaro Gattuso,6574.0,1.0,14.0,Giuseppe Iachini,Home,0
2897525,6195.0,2.0,2.0,Maurizio Sarri,416.0,2.0,10.0,Walter Mazzarri,Home,0
2897531,800.0,1.0,7.0,Gian Piero Gasperini,5.0,1.0,6.0,Gennaro Gattuso,Home,0
2899593,368.0,1.0,2.0,Eduardo Berizzo,472.0,0.0,12.0,Manolo Márquez,Home,1
2899625,418.0,2.0,5.0,Zinédine Zidane,714.0,0.0,11.0,Quique Sánchez Flores,Home,1
2899627,1049.0,3.0,3.0,Marcelino,621.0,2.0,14.0,Cuco Ziganda,Home,1
2899639,472.0,1.0,18.0,Pako Ayestarán,897.0,3.0,16.0,Cristóbal Parralo,Home,0
2899671,1050.0,2.0,6.0,Javier Calleja,368.0,3.0,5.0,Eduardo Berizzo,Home,0
2899674,621.0,1.0,15.0,Cuco Ziganda,1050.0,1.0,6.0,Javier Calleja,Home,0
2899693,418.0,5.0,4.0,Zinédine Zidane,368.0,0.0,5.0,Eduardo Berizzo,Home,1
2899711,1244.0,1.0,9.0,Asier Garitano,681.0,0.0,14.0,Eusebio,Home,1
2899744,1108.0,2.0,16.0,Abelardo,1244.0,2.0,13.0,Asier Garitano,Home,0
2899746,12321.0,2.0,9.0,Pablo Machín,621.0,0.0,13.0,Cuco Ziganda,Home,1
2899749,714.0,0.0,14.0,Quique Sánchez Flores,368.0,3.0,6.0,Vincenzo Montella,Home,0
2899774,3709.0,3.0,9.0,Pepe Bordalás,940.0,0.0,11.0,Juan Carlos Unzué,Home,1
2899776,472.0,1.0,19.0,Paco Jémez,1084.0,0.0,20.0,José González,Home,1
2899785,13.0,2.0,2.0,Diego Simeone,621.0,0.0,14.0,Cuco Ziganda,Home,1
2899790,940.0,2.0,8.0,Juan Carlos Unzué,1533.0,0.0,9.0,José Luis Mendilibar,Home,1
2899800,12321.0,1.0,8.0,Pablo Machín,940.0,0.0,11.0,Juan Carlos Unzué,Home,1
2899801,150.0,0.0,9.0,Quique Setién,681.0,0.0,16.0,Eusebio,Home,0
2899813,940.0,0.0,9.0,Juan Carlos Unzué,1084.0,0.0,20.0,José González,Home,0
2899821,150.0,3.0,8.0,Quique Setién,714.0,0.0,14.0,Quique Sánchez Flores,Home,1
2899824,1050.0,0.0,6.0,Javier Calleja,12321.0,2.0,7.0,Pablo Machín,Home,0
2899882,13.0,0.0,2.0,Diego Simeone,714.0,2.0,16.0,David Gallego,Home,0
2899906,1050.0,1.0,6.0,Javier Calleja,621.0,3.0,12.0,Cuco Ziganda,Home,0
2901016,1041.0,3.0,4.0,Bruno Génésio,40.0,3.0,6.0,Jocelyn Gourvennec,Home,0
2901150,162.0,1.0,,Leonardo Jardim,583.0,2.0,,Unai Emery,Home,0
2905614,276.0,3.0,,Fabio Pecchia,2331.0,1.0,,Walter Novellino,Home,1
2911684,331.0,3.0,,Diego Martínez,1532.0,2.0,,José Manuel Aira,Home,1
2917359,27.0,3.0,,Carlo Ancelotti,58.0,0.0,,René Weiler,Home,1
2917409,13.0,1.0,,Diego Simeone,10625.0,1.0,,Qurban Qurbanov,Home,0
2917420,148.0,3.0,,Mauricio Pochettino,418.0,1.0,,Zinédine Zidane,Home,1
2917431,281.0,1.0,,Pep Guardiola,234.0,0.0,,Giovanni van Bronckhorst,Home,1
2917449,23826.0,1.0,,Ralph Hasenhüttl,114.0,2.0,,Şenol Güneş,Home,0
2919841,244.0,2.0,,Rudi Garcia,2420.0,1.0,,Pedro Martins,Home,1
2919878,3.0,5.0,,Peter Stöger,713.0,2.0,,Aleksandr Ermakovich,Home,1
2919885,417.0,3.0,,Lucien Favre,3508.0,1.0,,Francky Dury,Home,1
2321181,16.0,0.0,3.0,Jürgen Klopp,15.0,1.0,2.0,Sami Hyypiä,Home,0
2321306,39.0,3.0,7.0,Thomas Tuchel,167.0,0.0,8.0,Markus Weinzierl,Home,1
2321318,18.0,1.0,6.0,Lucien Favre,79.0,1.0,15.0,Huub Stevens,Home,0
2321360,44.0,0.0,11.0,Jos Luhukay,16.0,4.0,2.0,Jürgen Klopp,Home,0
2331017,273.0,2.0,15.0,Philippe Montanier,1041.0,0.0,7.0,Rémi Garde,Home,1
2331134,1041.0,1.0,5.0,Rémi Garde,618.0,2.0,4.0,Christophe Galtier,Home,0
2332045,931.0,1.0,18.0,René Meulensteen,148.0,2.0,6.0,André Villas-Boas,Home,0
2332099,931.0,1.0,16.0,Martin Jol,985.0,3.0,8.0,David Moyes,Home,0
2332250,31.0,4.0,4.0,Brendan Rodgers,29.0,0.0,6.0,Roberto Martínez,Home,1
2341078,368.0,2.0,16.0,Unai Emery,1084.0,2.0,18.0,Bernd Schuster,Home,0
2341119,131.0,4.0,2.0,Gerardo Martino,3302.0,1.0,17.0,Francisco Rodríguez,Home,1
2359426,416.0,1.0,7.0,Gian Piero Ventura,1025.0,2.0,16.0,Davide Ballardini,Home,0
2359456,252.0,2.0,11.0,Gian Piero Gasperini,1627.0,0.0,19.0,Rolando Maran,Home,1
2359551,12.0,2.0,2.0,Rudi Garcia,5.0,0.0,10.0,Clarence Seedorf,Home,1
2359572,1038.0,2.0,12.0,Siniša Mihajlović,6195.0,5.0,3.0,Rafael Benítez,Home,0
2367111,506.0,2.0,,Antonio Conte,141.0,2.0,,Roberto Mancini,Home,0
2367303,368.0,1.0,,Unai Emery,697.0,1.0,,Jaroslav Silhavy,Home,0
2437601,506.0,1.0,,Antonio Conte,430.0,1.0,,Vincenzo Montella,Home,0
2460678,3.0,0.0,13.0,Peter Stöger,27.0,2.0,1.0,Pep Guardiola,Home,0
2460735,15.0,5.0,3.0,Roger Schmidt,3.0,1.0,12.0,Peter Stöger,Home,1
2460826,15.0,1.0,4.0,Roger Schmidt,60.0,0.0,17.0,Christian Streich,Home,1
2460930,3.0,2.0,12.0,Peter Stöger,82.0,2.0,2.0,Dieter Hecking,Home,0
2475504,3709.0,0.0,13.0,Pablo Franco,3368.0,1.0,15.0,Lucas Alcaraz,Home,0
2478966,1038.0,2.0,7.0,Siniša Mihajlović,130.0,2.0,20.0,Roberto Donadoni,Home,0
2482241,162.0,2.0,8.0,Leonardo Jardim,1162.0,2.0,16.0,Patrice Garande,Home,0
2482457,415.0,3.0,16.0,Dominique Arribagé,1082.0,2.0,8.0,René Girard,Home,1
2486607,29.0,1.0,11.0,Roberto Martínez,3008.0,1.0,17.0,Steve Bruce,Home,0
2486797,762.0,1.0,14.0,John Carver,148.0,3.0,6.0,Mauricio Pochettino,Home,0
2492348,18.0,1.0,,Lucien Favre,1050.0,1.0,,Marcelino,Home,0
2518532,418.0,2.0,,Carlo Ancelotti,13.0,2.0,,Diego Simeone,Home,0
2518535,3709.0,1.0,,Quique Sánchez Flores,3302.0,0.0,,Juan Ignacio Martínez,Home,1
2540194,31.0,0.0,,Brendan Rodgers,164.0,0.0,,Gary Bowyer,Home,0
2578055,31.0,1.0,6.0,Jürgen Klopp,2288.0,0.0,15.0,Garry Monk,Home,1
2578066,379.0,0.0,8.0,Slaven Bilic,512.0,0.0,11.0,Mark Hughes,Home,0
2578208,180.0,3.0,8.0,Ronald Koeman,762.0,1.0,19.0,Rafael Benítez,Home,1
2581192,27.0,2.0,2.0,Pep Guardiola,167.0,1.0,14.0,Markus Weinzierl,Home,1
2581715,16.0,3.0,2.0,Thomas Tuchel,33.0,2.0,5.0,André Breitenreiter,Home,1
2581980,15.0,2.0,3.0,Roger Schmidt,44.0,1.0,5.0,Pál Dárdai,Home,1
2586773,244.0,0.0,17.0,Marcelo Bielsa,1162.0,1.0,8.0,Patrice Garande,Home,0
2594502,368.0,1.0,17.0,Unai Emery,940.0,2.0,4.0,Eduardo Berizzo,Home,0
2604347,398.0,2.0,8.0,Simone Inzaghi,430.0,4.0,5.0,Paulo Sousa,Home,0
2609674,1158.0,0.0,12.0,Sylvain Ripoll,162.0,2.0,2.0,Leonardo Jardim,Home,0
2609753,417.0,2.0,4.0,Claude Puel,1095.0,1.0,20.0,Mohamed Bradja,Home,1
2618737,430.0,1.0,,Paulo Sousa,26.0,2.0,,Urs Fischer,Home,0
2618962,618.0,3.0,,Christophe Galtier,339.0,0.0,,Myron Markevych,Home,1
2621145,3302.0,4.0,,Sergi Barjuan,1531.0,3.0,,Rubén Baraja,Home,1
2642868,350.0,1.0,,Nigel Adkins,1078.0,0.0,,David Dunn,Home,1
2698345,148.0,4.0,2.0,Mauricio Pochettino,1010.0,0.0,10.0,Walter Mazzarri,Home,1
2702753,1420.0,1.0,10.0,Stéphane Moulin,1082.0,0.0,18.0,Frédéric Antonetti,Home,1
2704364,167.0,1.0,12.0,Dirk Schuster,24.0,1.0,5.0,Niko Kovac,Home,0
2718800,150.0,0.0,13.0,Gustavo Poyet,714.0,1.0,12.0,Quique Sánchez Flores,Home,0
2718801,621.0,1.0,7.0,Ernesto Valverde,331.0,1.0,19.0,Enrique Martín,Home,0
2735582,969.0,0.0,15.0,Jean-Louis Gasset,415.0,1.0,10.0,Pascal Dupraz,Home,0
2754187,418.0,2.0,,Zinédine Zidane,336.0,1.0,,Jorge Jesus,Home,1
2755719,11.0,2.0,,Arsène Wenger,583.0,2.0,,Unai Emery,Home,0
2864736,269.0,2.0,,Markus Anfang,23.0,1.0,,Torsten Lieberknecht,Home,1
2872284,148.0,2.0,4.0,Mauricio Pochettino,1237.0,0.0,13.0,Chris Hughton,Home,1
2872406,11.0,3.0,6.0,Arsène Wenger,1010.0,0.0,10.0,Javi Gracia,Home,1
2897166,6574.0,0.0,13.0,Cristian Bucchi,252.0,0.0,10.0,Ivan Juric,Home,0
2897277,6574.0,0.0,17.0,Cristian Bucchi,5.0,2.0,7.0,Vincenzo Montella,Home,0
2899875,1050.0,2.0,6.0,Javier Calleja,1244.0,1.0,14.0,Asier Garitano,Home,1
2919886,621.0,3.0,,Cuco Ziganda,44.0,2.0,,Pál Dárdai,Home,1
2223843,1421.0,2.0,5.0,Hubert Fournier,1159.0,0.0,19.0,Jean Fernandez,Home,1
2223893,1421.0,1.0,17.0,Hubert Fournier,1082.0,1.0,11.0,Rudi Garcia,Home,0
2223897,969.0,4.0,9.0,René Girard,595.0,0.0,16.0,Frédéric Hantz,Home,1
2223904,417.0,1.0,15.0,Claude Puel,618.0,1.0,10.0,Christophe Galtier,Home,0
2223919,1147.0,0.0,16.0,Alex Dupont,244.0,2.0,3.0,Élie Baup,Home,0
2223966,618.0,0.0,4.0,Christophe Galtier,1041.0,1.0,1.0,Rémi Garde,Home,0
2224061,583.0,1.0,1.0,Carlo Ancelotti,969.0,0.0,7.0,René Girard,Home,1
2224076,969.0,1.0,7.0,René Girard,1095.0,1.0,19.0,Jean-Marc Furlan,Home,0
2224120,1147.0,0.0,15.0,Albert Emon,1095.0,1.0,19.0,Jean-Marc Furlan,Home,0
2224163,415.0,3.0,11.0,Alain Casanova,417.0,4.0,6.0,Claude Puel,Home,0
2224166,1158.0,4.0,8.0,Christian Gourcuff,595.0,1.0,12.0,Frédéric Hantz,Home,1
2224176,1158.0,1.0,8.0,Christian Gourcuff,583.0,3.0,1.0,Carlo Ancelotti,Home,0
2225541,11.0,5.0,6.0,Arsène Wenger,148.0,2.0,8.0,André Villas-Boas,Home,1
2225709,281.0,4.0,2.0,Roberto Mancini,762.0,0.0,15.0,Alan Pardew,Home,1
2225807,985.0,1.0,1.0,Sir Alex Ferguson,281.0,2.0,2.0,Roberto Mancini,Home,0
2229841,618.0,1.0,15.0,Christophe Galtier,1082.0,2.0,3.0,Rudi Garcia,Home,0
2229858,273.0,3.0,12.0,Frédéric Antonetti,595.0,2.0,6.0,Frédéric Hantz,Home,1
2229861,417.0,2.0,15.0,Claude Puel,1082.0,2.0,8.0,Rudi Garcia,Home,0
2231385,82.0,0.0,12.0,Felix Magath,42.0,4.0,3.0,Mirko Slomka,Home,0
2231386,533.0,0.0,17.0,Markus Babbel,24.0,4.0,2.0,Armin Veh,Home,0
2231409,82.0,1.0,10.0,Felix Magath,65.0,1.0,14.0,Mike Büskens,Home,0
2231415,60.0,5.0,8.0,Christian Streich,533.0,3.0,18.0,Markus Babbel,Home,1
2231440,60.0,0.0,10.0,Christian Streich,27.0,2.0,1.0,Jupp Heynckes,Home,0
2231449,533.0,1.0,16.0,Markus Babbel,86.0,4.0,8.0,Thomas Schaaf,Home,0
2231451,82.0,1.0,15.0,Lorenz-Günther Köstner,41.0,1.0,9.0,Thorsten Fink,Home,0
2231474,60.0,0.0,11.0,Christian Streich,41.0,0.0,10.0,Thorsten Fink,Home,0
2231487,18.0,1.0,11.0,Lucien Favre,79.0,2.0,12.0,Bruno Labbadia,Home,0
2231509,79.0,3.0,6.0,Bruno Labbadia,33.0,1.0,5.0,Huub Stevens,Home,1
2231557,33.0,5.0,5.0,Jens Keller,42.0,4.0,11.0,Mirko Slomka,Home,1
2231566,86.0,0.0,12.0,Thomas Schaaf,16.0,5.0,3.0,Jürgen Klopp,Home,0
2231590,167.0,2.0,16.0,Markus Weinzierl,24.0,0.0,6.0,Armin Veh,Home,1
2231657,24.0,2.0,6.0,Armin Veh,82.0,2.0,11.0,Dieter Hecking,Home,0
2231680,16.0,1.0,2.0,Jürgen Klopp,27.0,1.0,1.0,Jupp Heynckes,Home,0
2242836,150.0,1.0,9.0,Pepe Mel,367.0,2.0,3.0,Paco Jémez,Home,0
2242862,367.0,2.0,10.0,Paco Jémez,897.0,1.0,18.0,José Luis Oltra,Home,1
2242908,237.0,2.0,15.0,Joaquín Caparrós,131.0,4.0,1.0,Tito Vilanova,Home,0
2242965,3709.0,1.0,10.0,Luis García,367.0,2.0,8.0,Paco Jémez,Home,0
2242979,331.0,2.0,15.0,José Luis Mendilibar,368.0,1.0,9.0,Unai Emery,Home,1
2242988,621.0,1.0,14.0,Marcelo Bielsa,897.0,1.0,17.0,José Luis Oltra,Home,0
2243022,940.0,1.0,14.0,Paco Herrera,3368.0,1.0,8.0,Juan Ignacio Martínez,Home,0
2243031,3709.0,1.0,6.0,Luis García,1084.0,0.0,5.0,Manuel Pellegrini,Home,1
2243037,621.0,0.0,13.0,Marcelo Bielsa,142.0,2.0,12.0,Manolo Jiménez,Home,0
2243057,16795.0,1.0,17.0,Juan Anquela,1049.0,2.0,8.0,Ernesto Valverde,Home,0
2243074,331.0,0.0,20.0,José Luis Mendilibar,418.0,0.0,3.0,José Mourinho,Home,0
2243076,714.0,1.0,16.0,Javier Aguirre,940.0,0.0,15.0,Paco Herrera,Home,1
2243107,714.0,3.0,14.0,Javier Aguirre,3368.0,2.0,9.0,Juan Ignacio Martínez,Home,1
2243127,940.0,2.0,18.0,Abel Resino,16795.0,1.0,15.0,Lucas Alcaraz,Home,1
2243130,16795.0,1.0,14.0,Lucas Alcaraz,131.0,2.0,1.0,Jordi Roura,Home,0
2243148,366.0,1.0,11.0,Miroslav Djukic,1084.0,1.0,4.0,Manuel Pellegrini,Home,0
2243163,131.0,2.0,1.0,Jordi Roura,897.0,0.0,20.0,Fernando Vázquez,Home,1
2243181,3709.0,0.0,8.0,Luis García,13.0,0.0,3.0,Diego Simeone,Home,0
2250162,11.0,2.0,5.0,Arsène Wenger,405.0,1.0,18.0,Paul Lambert,Home,1
2251299,398.0,0.0,3.0,Vladimir Petkovic,252.0,1.0,8.0,Luigi De Canio,Home,0
2251307,5.0,2.0,10.0,Massimiliano Allegri,1390.0,0.0,19.0,Massimo Ficcadenti,Home,1
2251314,1025.0,4.0,12.0,Stefano Pioli,1627.0,0.0,10.0,Rolando Maran,Home,1
2251328,6195.0,2.0,2.0,Walter Mazzarri,410.0,1.0,14.0,Francesco Guidolin,Home,1
2251332,416.0,0.0,10.0,Gian Piero Ventura,1390.0,1.0,19.0,Ivo Pulga,Home,0
2251345,430.0,2.0,5.0,Vincenzo Montella,398.0,0.0,4.0,Vladimir Petkovic,Home,1
2251373,800.0,3.0,6.0,Stefano Colantuono,46.0,2.0,2.0,Andrea Stramaccioni,Home,1
2251406,252.0,2.0,18.0,Luigi Delneri,862.0,4.0,15.0,Eugenio Corini,Home,0
2251435,1390.0,1.0,17.0,Ivo Pulga,506.0,3.0,1.0,Antonio Conte,Home,0
2251442,416.0,2.0,13.0,Gian Piero Ventura,862.0,0.0,12.0,Eugenio Corini,Home,1
2251447,130.0,1.0,9.0,Roberto Donadoni,506.0,1.0,1.0,Antonio Conte,Home,0
2251465,506.0,1.0,1.0,Antonio Conte,252.0,1.0,18.0,Davide Ballardini,Home,0
2251487,1390.0,1.0,16.0,Ivo Pulga,5.0,1.0,5.0,Massimiliano Allegri,Home,0
2251555,410.0,3.0,9.0,Francesco Guidolin,862.0,1.0,16.0,Eugenio Corini,Home,1
2251572,130.0,0.0,11.0,Roberto Donadoni,410.0,3.0,8.0,Francesco Guidolin,Home,0
2251576,410.0,1.0,7.0,Francesco Guidolin,398.0,0.0,8.0,Vladimir Petkovic,Home,1
2251607,800.0,0.0,15.0,Stefano Colantuono,506.0,1.0,1.0,Antonio Conte,Home,0
2252310,252.0,2.0,17.0,Luigi Delneri,1025.0,0.0,16.0,Stefano Pioli,Home,1
2254930,79.0,2.0,,Bruno Labbadia,121.0,0.0,,Dan Petrescu,Home,1
2255426,416.0,4.0,,Gian Piero Ventura,1005.0,2.0,,Franco Lerda,Home,1
2258942,148.0,0.0,6.0,André Villas-Boas,512.0,0.0,9.0,Tony Pulis,Home,0
2258980,985.0,2.0,1.0,Sir Alex Ferguson,31.0,1.0,8.0,Brendan Rodgers,Home,1
2262197,33.0,2.0,,Huub Stevens,11.0,2.0,,Arsène Wenger,Home,0
2262201,281.0,2.0,,Roberto Mancini,610.0,2.0,,Frank de Boer,Home,0
2262388,79.0,2.0,,Bruno Labbadia,301.0,2.0,,Laurentiu Reghecampf,Home,0
2262394,46.0,2.0,,Andrea Stramaccioni,2698.0,2.0,,Kurban Berdyev,Home,0
2262447,762.0,1.0,,Alan Pardew,2282.0,0.0,,Georges Leekens,Home,1
2262510,6195.0,1.0,,Walter Mazzarri,383.0,3.0,,Dick Advocaat,Home,0
2263176,2687.0,1.0,,Raúl Agné,36846.0,2.0,,Juan Marrero,Home,0
2271111,80.0,3.0,,Karsten Neitzel,72.0,0.0,,Alexander Schmidt,Home,1
2271114,33.0,1.0,,Jens Keller,39.0,2.0,,Thomas Tuchel,Home,0
2283359,506.0,1.0,,Antonio Conte,1390.0,0.0,,Ivo Pulga,Home,1
2283364,6195.0,1.0,,Walter Mazzarri,1025.0,2.0,,Stefano Pioli,Home,0
2284287,398.0,3.0,,Vladimir Petkovic,1627.0,0.0,,Rolando Maran,Home,1
2284449,131.0,4.0,,Jordi Roura,5.0,0.0,,Massimiliano Allegri,Home,1
2286542,13.0,2.0,,Diego Simeone,150.0,0.0,,Pepe Mel,Home,1
2299971,27.0,6.0,,Jupp Heynckes,82.0,1.0,,Dieter Hecking,Home,1
2301898,418.0,3.0,,José Mourinho,141.0,0.0,,Fatih Terim,Home,1
2301900,27.0,2.0,,Jupp Heynckes,506.0,0.0,,Antonio Conte,Home,1
2312111,131.0,0.0,,Tito Vilanova,27.0,3.0,,Jupp Heynckes,Home,0
2314690,16.0,1.0,,Jürgen Klopp,27.0,2.0,,Jupp Heynckes,Home,0
2929832,366.0,1.0,,Luis César Sampedro,1244.0,2.0,,Asier Garitano,Home,0
2942658,415.0,0.0,10.0,Pascal Dupraz,618.0,0.0,6.0,Óscar García,Home,0
2942661,1420.0,0.0,15.0,Stéphane Moulin,583.0,5.0,1.0,Unai Emery,Home,0
2942677,667.0,2.0,18.0,Thierry Laurey,273.0,1.0,11.0,Sabri Lamouchi,Home,1
2942693,415.0,1.0,15.0,Pascal Dupraz,417.0,2.0,14.0,Lucien Favre,Home,0
2942714,415.0,2.0,16.0,Pascal Dupraz,1162.0,0.0,9.0,Patrice Garande,Home,1
2942824,969.0,1.0,6.0,Michel Der Zakarian,1041.0,1.0,4.0,Bruno Génésio,Home,0
2942833,415.0,1.0,17.0,Mickaël Debève,244.0,2.0,3.0,Rudi Garcia,Home,0
2942853,995.0,0.0,8.0,Claudio Ranieri,618.0,3.0,9.0,Jean-Louis Gasset,Home,0
2942860,162.0,2.0,2.0,Leonardo Jardim,995.0,1.0,8.0,Claudio Ranieri,Home,1
2942883,347.0,1.0,20.0,Frédéric Hantz,1162.0,1.0,15.0,Patrice Garande,Home,0
2942903,995.0,0.0,10.0,Claudio Ranieri,969.0,2.0,8.0,Michel Der Zakarian,Home,0
2984199,1237.0,2.0,,Chris Hughton,873.0,1.0,,Roy Hodgson,Home,1
2984212,148.0,3.0,,Mauricio Pochettino,3884.0,0.0,,Neal Ardley,Home,1
3002965,33.0,0.0,,Domenico Tedesco,24.0,1.0,,Niko Kovac,Home,0
3009813,398.0,2.0,,Simone Inzaghi,338.0,2.0,,Aleksandr Khatskevich,Home,0
3009817,244.0,3.0,,Rudi Garcia,621.0,1.0,,Cuco Ziganda,Home,1
3018983,244.0,5.0,,Rudi Garcia,23826.0,2.0,,Ralph Hasenhüttl,Home,1
3047461,1420.0,1.0,18.0,Stéphane Moulin,1082.0,0.0,4.0,Christophe Galtier,Home,1
3047464,1041.0,0.0,8.0,Bruno Génésio,417.0,1.0,17.0,Patrick Vieira,Home,0
3047467,1421.0,0.0,11.0,David Guion,969.0,1.0,7.0,Michel Der Zakarian,Home,0
3047518,273.0,1.0,14.0,Sabri Lamouchi,583.0,3.0,1.0,Thomas Tuchel,Home,0
3047534,1041.0,1.0,5.0,Bruno Génésio,995.0,1.0,19.0,Miguel Cardoso,Home,0
3047537,1421.0,0.0,15.0,David Guion,40.0,0.0,9.0,Eric Bedouet,Home,0
3047546,244.0,2.0,3.0,Rudi Garcia,1162.0,0.0,15.0,Fabien Mercadal,Home,1
3047566,244.0,0.0,5.0,Rudi Garcia,583.0,2.0,1.0,Thomas Tuchel,Home,0
3047573,1041.0,1.0,4.0,Bruno Génésio,40.0,1.0,11.0,Eric Bedouet,Home,0
3047658,618.0,2.0,5.0,Jean-Louis Gasset,244.0,1.0,7.0,Rudi Garcia,Home,1
3047704,969.0,1.0,5.0,Michel Der Zakarian,1041.0,1.0,3.0,Bruno Génésio,Home,0
3047728,1421.0,1.0,12.0,David Guion,417.0,1.0,8.0,Patrick Vieira,Home,0
3047749,273.0,1.0,10.0,Julien Stéphan,1416.0,0.0,19.0,Christophe Pélissier,Home,1
3047805,1082.0,0.0,2.0,Christophe Galtier,162.0,1.0,16.0,Leonardo Jardim,Home,0
3047838,618.0,3.0,4.0,Jean-Louis Gasset,40.0,0.0,13.0,Paulo Sousa,Home,1
3047848,667.0,1.0,10.0,Thierry Laurey,969.0,3.0,6.0,Michel Der Zakarian,Home,0
3047883,1041.0,4.0,3.0,Bruno Génésio,1162.0,0.0,18.0,Fabien Mercadal,Home,1
3047886,583.0,4.0,1.0,Thomas Tuchel,2969.0,0.0,19.0,Antoine Kombouaré,Home,1
3050189,931.0,4.0,11.0,Slavisa Jokanovic,1132.0,2.0,18.0,Sean Dyche,Home,1
3050221,873.0,0.0,11.0,Roy Hodgson,762.0,0.0,18.0,Rafael Benítez,Home,0
3050224,31.0,3.0,1.0,Jürgen Klopp,180.0,0.0,14.0,Mark Hughes,Home,1
3050231,29.0,3.0,11.0,Marco Silva,931.0,0.0,17.0,Slavisa Jokanovic,Home,1
3050241,1003.0,1.0,10.0,Claude Puel,29.0,2.0,11.0,Marco Silva,Home,0
3050247,11.0,3.0,4.0,Unai Emery,1003.0,1.0,11.0,Claude Puel,Home,1
3050260,931.0,0.0,18.0,Slavisa Jokanovic,989.0,3.0,6.0,Eddie Howe,Home,0
3050402,29.0,1.0,9.0,Marco Silva,543.0,3.0,7.0,Nuno Espírito Santo,Home,0
3050404,281.0,3.0,2.0,Pep Guardiola,11.0,1.0,6.0,Unai Emery,Home,1
3050419,873.0,0.0,14.0,Roy Hodgson,603.0,0.0,17.0,Neil Warnock,Home,0
3050422,31.0,4.0,1.0,Jürgen Klopp,762.0,0.0,15.0,Rafael Benítez,Home,1
3050463,31.0,4.0,2.0,Jürgen Klopp,1132.0,2.0,17.0,Sean Dyche,Home,1
3050484,543.0,3.0,7.0,Nuno Espírito Santo,11.0,1.0,4.0,Unai Emery,Home,1
3050569,148.0,2.0,4.0,Mauricio Pochettino,29.0,2.0,8.0,Marco Silva,Home,0
3058407,16.0,4.0,1.0,Lucien Favre,23826.0,1.0,18.0,Ralf Rangnick,Home,1
3058411,60.0,0.0,17.0,Christian Streich,24.0,2.0,3.0,Adi Hütter,Home,0
3058455,86.0,3.0,3.0,Florian Kohfeldt,44.0,1.0,5.0,Pál Dárdai,Home,1
3058470,533.0,1.0,13.0,Julian Nagelsmann,24.0,2.0,7.0,Adi Hütter,Home,0
3058476,39.0,0.0,8.0,Sandro Schwarz,44.0,0.0,5.0,Pál Dárdai,Home,0
3058517,18.0,4.0,2.0,Dieter Hecking,42.0,1.0,16.0,André Breitenreiter,Home,1
3058583,39.0,2.0,10.0,Sandro Schwarz,4.0,1.0,18.0,Michael Köllner,Home,1
3058586,533.0,1.0,8.0,Julian Nagelsmann,38.0,1.0,14.0,Friedhelm Funkel,Home,0
3058600,60.0,3.0,13.0,Christian Streich,82.0,3.0,7.0,Bruno Labbadia,Home,0
3058641,16.0,3.0,2.0,Lucien Favre,79.0,1.0,16.0,Markus Weinzierl,Home,1
3058649,33.0,0.0,15.0,Huub Stevens,23826.0,1.0,3.0,Ralf Rangnick,Home,0
3058690,60.0,0.0,13.0,Christian Streich,16.0,4.0,2.0,Lucien Favre,Home,0
3058691,39.0,3.0,12.0,Sandro Schwarz,38.0,1.0,10.0,Friedhelm Funkel,Home,1
3058706,44.0,3.0,11.0,Pál Dárdai,79.0,1.0,16.0,Nico Willig,Home,1
3058713,15.0,1.0,5.0,Peter Bosz,33.0,1.0,15.0,Huub Stevens,Home,0
3079406,131.0,1.0,1.0,Ernesto Valverde,621.0,1.0,15.0,Eduardo Berizzo,Home,0
3079414,3709.0,0.0,14.0,Pepe Bordalás,3368.0,1.0,11.0,Paco López,Home,0
3079436,12321.0,2.0,10.0,Eusebio,367.0,1.0,19.0,Míchel,Home,1
